ACCESSION_NUMBER	DERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	EXERCISE_DATE	EXERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0000950170-24-004489	1640792	Restricted Stock Units		0.0					F3		F3	Common Stock		1304.0				1304.0	F2			D			
0000950170-24-004489	1640793	Restricted Stock Units		0.0					F4		F4	Common Stock		3001.0				3001.0	F2			D			
0000950170-24-004489	1640794	Restricted Stock Units		0.0					F5		F5	Common Stock		4240.0				4240.0	F2			D			
0000950170-24-004482	1640797	Restricted Stock Units		0.0					F1		F1	Common Stock		1299.0				1299.0	F2			D			
0000950170-24-004479	1640809	Restricted Stock Units		0.0					F1		F1	Common Stock		2147.0				2147.0	F2			D			
0000950170-24-004479	1640810	Restricted Stock Units		0.0					F3		F3	Common Stock		4706.0				4706.0	F2			D			
0000950170-24-004479	1640811	Restricted Stock Units		0.0					F4		F4	Common Stock		6670.0				6670.0	F2			D			
0000950170-24-004479	1640812	Restricted Stock Units		0.0					F5		F5	Common Stock		16854.0				16854.0	F2			D			
0000950170-24-004479	1640813	Restricted Stock Units		0.0					F6		F6	Common Stock		13060.0				13060.0	F2			D			
0000950170-24-004475	1640906	Restricted Stock Units		0.0					F5		F5	Common Stock		3378.0				3378.0	F2			D			
0000950170-24-004475	1640905	Restricted Stock Units		0.0					F4		F4	Common Stock		2444.0				2444.0	F2			D			
0000950170-24-004475	1640904	Restricted Stock Units		0.0					F3		F3	Common Stock		2090.0				2090.0	F2			D			
0000950170-24-004475	1640903	Restricted Stock Units		0.0					F1		F1	Common Stock		937.0				937.0	F2			D			
0000950170-24-004471	1640816	Restricted Stock Units		0.0					F3		F3	Common Stock		1396.0				1396.0	F2			D			
0000950170-24-004471	1640817	Restricted Stock Units		0.0					F3		F3	Common Stock		659.0				659.0	F2			D			
0000950170-24-004471	1640818	Restricted Stock Units		0.0					F4		F4	Common Stock		736.0				736.0	F2			D			
0000950170-24-004471	1640815	Restricted Stock Units		0.0					F1		F1	Common Stock		1299.0				1299.0	F2			D			
0000950170-24-004468	1640808	Restricted Stock Units		0.0					F1		F1	Common Stock		1299.0				1299.0	F2			D			
0000763744-24-000010	1640779	Restricted Stock Unit			F1				F3		F3	Common Stock		1332.0				1344.0				D			
0001764013-24-000012	1640778	Stock Option (right to buy)		18.06				17-JAN-2024		17-JAN-2033		Common Stock		150000.0	F3							D			
0001574736-24-000006	1640744	Deferred Stock Units			F3				F1		F2	Common Stock		4816.0								D			
0001140361-24-002183	1640725	Stock Option (right to buy)		6.53				23-APR-2015	F2	22-APR-2025		Common Stock		5000.0	F2			5000.0				D			
0001140361-24-002183	1640726	Stock Option (right to buy)		10.1				24-AUG-2017	F3	24-AUG-2027		Common Stock		5000.0	F3			5000.0				D			
0001140361-24-002183	1640727	Stock Option (right to buy)		11.5				25-OCT-2018	F4	25-OCT-2028		Common Stock		3000.0	F4			3000.0				D			
0001140361-24-002183	1640728	Stock Option (right to buy)		6.71				29-APR-2020	F5	29-APR-2030		Common Stock		3000.0	F5			3000.0				D			
0001574736-24-000005	1640729	Deferred Stock Units			F3				F1		F2	Common Stock		4817.0								D			
0001574736-24-000004	1640723	Employee Stock Options (right to buy)		35.2					F1	04-APR-2029		Common Stock		1422.0								D			
0001574736-24-000004	1640724	Employee Stock Options (right to buy)		12.3					F2	28-JAN-2030		Common Stock		2853.0								D			
0002007961-24-000004	1640731	Restricted Stock Units			F2				F3		F3	Common Stock		12154.0	F4							D			
0002007961-24-000004	1640732	Restricted Stock Units			F2				F5		F5	Common Stock		19885.0	F4							D			
0002007961-24-000004	1640733	Restricted Stock Units			F2				F6		F6	Common Stock		22077.0	F4							D			
0002007961-24-000004	1640734	Restricted Stock Units			F2				F3		F3	Common Stock		1676.0	F4							D			
0002007961-24-000004	1640730	Restricted Stock Units			F2				F1		F1	Common Stock		7217.0								D			
0000919574-24-000368	1640757	Common Stock Purchase Warrant			F15				F16		F16	Common Stock, par value $0.001		21561422.0	F17			21561422.0	F17			I			
0000919574-24-000368	1640758	Common Stock Purchase Warrant			F15				F16		F16	Common Stock, par value $0.001		21561422.0	F19			21561422.0	F19			I			
0000919574-24-000368	1640756	Future Advance Convertible Promissory Note			F12				F12		F12	Common Stock, par value $0.001		3234213.0	F15			3234213.0	F15			I		See footnote	F3, F18
0000919574-24-000368	1640755	Future Advance Convertible Promissory Note			F12				F12		F12	Common Stock, par value $0.001		21561422.0	F13			21561422.0	F13			I		See footnote	F3, F18
0000919574-24-000368	1640754	Common Stock Purchase Warrant		0.07				10-MAY-2023	F11	10-MAY-2028		Common Stock, par value $0.001		7500000.0	F11			7500000.0	F11			I		See footnote	F14, F3
0000919574-24-000368	1640753	Common Stock Purchase Warrant		0.04				10-MAY-2023	F11	10-MAY-2028		Common Stock, par value $0.001		7500000.0	F11			7500000.0	F11			I		See footnote	F14, F3
0000919574-24-000368	1640752	Future Advance Convertible Promissory Note		0.04				10-MAY-2023	F8		F9	Common Stock, par value $0.001		8625000.0	F10			8625000.0	F10			I		See footnote	F3
0000919574-24-000368	1640751	Common Stock Purchase Warrant		0.07				15-NOV-2022		15-NOV-2027		Common Stock, par value $0.001		10000000.0	F7			10000000.0	F7			I		See footnote	F3
0000919574-24-000368	1640750	Common Stock Purchase Warrant		0.04				15-NOV-2022		15-NOV-2027		Common Stock, par value $0.001		10000000.0	F7			10000000.0	F7			I		See footnote	F3
0000919574-24-000368	1640749	Common Stock Purchase Warrant		0.07				05-AUG-2022		05-AUG-2027		Common Stock, par value $0.001		6250000.0	F6			6250000.0	F6			D	F4	See footnote	F2
0000919574-24-000368	1640748	Common Stock Purchase Warrant		0.04				05-AUG-2022		05-AUG-2027		Common Stock, par value $0.001		6250000.0	F6			6250000.0	F6			D	F4	See footnote	F2
0000919574-24-000368	1640747	Common Stock Purchase Warrant		0.07				05-AUG-2022		05-AUG-2027		Common Stock, par value $0.001		62500000.0	F6			62500000.0	F6			I		See footnote	F3
0000919574-24-000368	1640746	Common Stock Purchase Warrant		0.04				05-AUG-2022		05-AUG-2027		Common Stock, par value $0.001		62500000.0	F6			62500000.0	F6			I		See footnote	F3
0001498233-24-000003	1640777	Employee Stock Option (right to buy)		53.4					F7	14-MAR-2031		Common Stock		7347.0								D			
0001498233-24-000003	1640776	Employee Stock Option (right to buy)		12.6					F6	23-DEC-2030		Common Stock		4898.0								D			
0001498233-24-000003	1640775	Employee Stock Option (right to buy)		8.3					F5	19-AUG-2030		Common Stock		2449.0								D			
0001498233-24-000003	1640774	Employee Stock Option (right to buy)		10.2					F4	25-FEB-2030		Common Stock		4898.0								D			
0001498233-24-000003	1640773	Employee Stock Option (right to buy)		6.8					F3	09-JUL-2029		Common Stock		19593.0								D			
0000892251-24-000028	1640743	LTIP Units			F1				F4, F3		F3	Common Stock		261100.0				261100.0				D			
0001127602-24-001283	1640740	Employee Stock Option (right to buy)		4.92				11-OCT-2019		29-JAN-2025		Heritage Commerce Corp - Common Stock		30875.0				30875.0				D			
0001728451-24-000001	1640720	Class A Common Stock			F2				F2		F2	Class B Common Stock		247500.0	F2			165.0	F3			D		By the Ajit Jain GRAT Trust	
0001728451-24-000001	1640722	Class A Common Stock			F2				F2		F2	Class B Common Stock		75000.0	F2			50.0	F5			I			
0001728451-24-000001	1640721	Class A Common Stock			F2				F2		F2	Class B Common Stock		226500.0	F2			151.0	F4			I		By Jain Foundation Inc. (Non-Profit Corporation)	
0001562180-24-000447	1640765	Stock Options (Right to buy)		76.97				28-FEB-2024	F10	27-FEB-2033		Ordinary Shares		30971.0								D			
0001562180-24-000447	1640771	Stock Options (Right to buy)		21.15					F7	26-FEB-2028		Ordinary Shares		10479.0								D			
0001562180-24-000447	1640761	Stock Options (Right to buy)		84.68				01-SEP-2024	F6	31-AUG-2030		Ordinary Shares		11336.0								D			
0001562180-24-000447	1640760	Stock Options (Right to buy)		153.09				02-MAR-2024	F5	01-MAR-2031		Ordinary Shares		16003.0								D			
0001562180-24-000447	1640762	Stock Options (Right to buy)		83.3					F7	30-JUL-2029		Ordinary Shares		7809.0								D			
0001562180-24-000447	1640766	Stock Options (Right to buy)		73.2				01-NOV-2024	F11	31-OCT-2032		Ordinary Shares		11609.0								D			
0001562180-24-000447	1640768	Stock Options (Right to buy)		69.37				03-MAR-2024	F12	02-MAR-2030		Ordinary Shares		8981.0								D			
0001562180-24-000447	1640767	Stock Options (Right to buy)		69.37				03-MAR-2024	F12	02-MAR-2030		Ordinary Shares		1441.0								D			
0001562180-24-000447	1640763	Stock Options (Right to buy)		80.59				01-MAR-2024	F8	29-FEB-2032		Ordinary Shares		4933.0								D			
0001562180-24-000447	1640770	Stock Options (Right to buy)		34.0					F7	30-JUL-2028		Ordinary Shares		16148.0								D			
0001562180-24-000447	1640769	Stock Options (Right to buy)		47.04					F7	21-MAR-2029		Ordinary Shares		14595.0								D			
0001562180-24-000447	1640764	Stock Options (Right to buy)		80.59				01-MAR-2024	F9	29-FEB-2032		Ordinary Shares		30422.0								D			
0001934737-24-000004	1640742	OPTIONS		0.01				23-APR-2021		23-APR-2026		COMMON		5000000.0				5000000.0				D			
0001934737-24-000004	1640741	WARRANTS		0.01				30-MAY-2022		30-MAY-2027		COMMON		30000000.0				30000000.0				D			
0000921638-24-000031	1640718	Deferred Share Unit			F1				F1		F1	Common Shares		2590.0								D			
0000950170-24-004264	1640738	Stock Option (Right to Buy)		13.76					F3	10-NOV-2033		Common Stock		270000.0								D			
0000950170-24-004264	1640736	Stock Option (Right to Buy)		33.06					F1	01-MAR-2033		Common Stock		250000.0								D			
0000950170-24-004264	1640737	Stock Option (Right to Buy)		28.22					F2	25-APR-2033		Common Stock		50000.0								D			
0001493152-24-002209	1640735	Series A Convertible Preferred Stock, par value $0.001		0.0					F2		F2	Common Stock, par value $0.001 per share		10000000.0								I		Through CWR 1, LLC, a Delaware limited liability company	F1
0001415889-24-001036	1640759	Class B Common Stock			F1				F1		F1	Class A Common Stock		7379835.0				7379835.0				I		By Trust	F8
0000950170-24-004240	1640772	Class B Common Stock			F11				F11		F11	Class A Common Stock		1961668.0				1961668.0				I		Shares owned by LLC	F12
0001127602-24-001262	1640739	Class B Common Stock			F4				F4		F4	Class A Common Stock		234012.0				234012.0				I		By Spouse	
0001381668-24-000012	1640719	Restricted Stock Units			F1				F2		F2	Common Stock		40000.0				40000.0				D			
0001493152-24-002147	1640745	Stock Option (Right to Buy)		9.81					F3	20-JUL-2033		Common Stock		10000.0				10000.0				D			
0001111335-24-000005	1640596	Restricted Stock Units			F1				F1	15-MAR-2025		Common Stock		254.0								D			
0001111335-24-000005	1640595	Restricted Stock Units			F1				F1	15-MAR-2026		Common Stock		277.0								D			
0002007961-24-000002	1640558	Restricted Stock Units			F2				F1		F1	Common Stock		7217.0								D			
0001127602-24-001246	1640612	Class B Common Stock			F2				F2		F2	Class A Common Stock		9430.0				9430.0				I		By Trust/Son	F15
0001127602-24-001246	1640613	Class B Common Stock			F2				F2		F2	Class A Common Stock		9430.0				9430.0				I		By Trust/Daughter 2	F16
0001127602-24-001246	1640614	Class B Common Stock			F2				F2		F2	Class A Common Stock		7856.0				7856.0				I		By Trust/Daughter 1	F6
0001127602-24-001246	1640615	Class B Common Stock			F2				F2		F2	Class A Common Stock		7856.0				7856.0				I		By Trust/Son	F7
0001127602-24-001246	1640616	Class B Common Stock			F2				F2		F2	Class A Common Stock		7856.0				7856.0				I		By Trust/Daughter 2	F8
0001127602-24-001246	1640609	Class B Common Stock			F2				F2		F2	Class A Common Stock		50000.0				50000.0				I		By Assoc I/Spouse	F12
0001127602-24-001246	1640618	Class B Common Stock		0.0	F2				F2		F2	Class A Common Stock		20312.0				20312.0				I		By Assoc I	F18
0001127602-24-001246	1640619	Class B Common Stock		0.0	F2				F2		F2	Class A Common Stock		582.0				582.0				I		By Assoc IV	F19
0001127602-24-001246	1640620	Class B Common Stock		0.0	F2				F2		F2	Class A Common Stock		97312.0				97312.0				I		By Trust	F11
0001127602-24-001246	1640610	Class B Common Stock			F2				F2		F2	Class A Common Stock		84474.0				84474.0				I		By Assoc IV/Spouse	F13
0001127602-24-001246	1640611	Class B Common Stock			F2				F2		F2	Class A Common Stock		9430.0				9430.0				I		By Trust/Daughter 1	F14
0001127602-24-001246	1640617	Class B Common Stock		0.0	F2				F2		F2	Class A Common Stock		25.0				25.0				I		By GP	F17
0001127602-24-001245	1640668	Class B Common Stock		0.0	F2				F2		F2	Class A Common Stock		20312.0				20312.0				I		By Assoc I/Spouse	F17
0001127602-24-001245	1640667	Class B Common Stock		0.0	F2				F2		F2	Class A Common Stock		25.0				25.0				I		By Spouse (GP)	F16
0001127602-24-001245	1640666	Class B Common Stock			F2				F2		F2	Class A Common Stock		7856.0				7856.0				I		By Trust/Daughter 2	F8
0001127602-24-001245	1640665	Class B Common Stock			F2				F2		F2	Class A Common Stock		7856.0				7856.0				I		By Trust/Son	F7
0001127602-24-001245	1640664	Class B Common Stock			F2				F2		F2	Class A Common Stock		7856.0				7856.0				I		By Trust/Daughter 1	F6
0001127602-24-001245	1640663	Class B Common Stock			F2				F2		F2	Class A Common Stock		9430.0				9430.0				I		By Trust/Daughter 2	F15
0001127602-24-001245	1640662	Class B Common Stock			F2				F2		F2	Class A Common Stock		9430.0				9430.0				I		By Trust/Son	F14
0001127602-24-001245	1640661	Class B Common Stock			F2				F2		F2	Class A Common Stock		9430.0				9430.0				I		By Trust/Daughter 1	F13
0001127602-24-001245	1640660	Class B Common Stock			F2				F2		F2	Class A Common Stock		84474.0				84474.0				I		By Assoc IV	F12
0001127602-24-001245	1640659	Class B Common Stock			F2				F2		F2	Class A Common Stock		50000.0				50000.0				I		By Assoc I	F11
0001127602-24-001245	1640669	Class B Common Stock		0.0	F2				F2		F2	Class A Common Stock		582.0				582.0				I		By Assoc IV/Spouse	F18
0001127602-24-001245	1640670	Class B Common Stock		0.0	F2				F2		F2	Class A Common Stock		97312.0				97312.0				I		By Spouse/Trust	F10
0001127602-24-001244	1640703	Class B Common Stock		0.0	F2				F2		F2	Class A Common Stock		35312.0				35312.0				I		By Assoc I/Spouse	F18
0001127602-24-001244	1640702	Class B Common Stock		0.0	F2				F2		F2	Class A Common Stock		25.0				25.0				I		By Spouse (GP)	F17
0001127602-24-001244	1640701	Class B Common Stock			F2				F2		F2	Class A Common Stock		85056.0				85056.0				I		By Assoc IV	F16
0001127602-24-001244	1640700	Class B Common Stock			F2				F2		F2	Class A Common Stock		20000.0				20000.0				I		By Assoc I	F15
0001127602-24-001244	1640699	Class B Common Stock			F2				F2		F2	Class A Common Stock		7857.0				7857.0				I		By Trust/Son 3	F6
0001127602-24-001244	1640704	Class B Common Stock		0.0	F2				F2		F2	Class A Common Stock		145793.0				145793.0				I		By Trust/Spouse	F11
0001127602-24-001244	1640697	Class B Common Stock			F2				F2		F2	Class A Common Stock		7857.0				7857.0				I		By Trust/Son 2	F4
0001127602-24-001244	1640696	Class B Common Stock			F2				F2		F2	Class A Common Stock		9430.0				9430.0				I		By Trust/Son 3	F14
0001127602-24-001244	1640695	Class B Common Stock			F2				F2		F2	Class A Common Stock		9430.0				9430.0				I		By Trust/Son 1	F13
0001127602-24-001244	1640694	Class B Common Stock			F2				F2		F2	Class A Common Stock		9430.0				9430.0				I		By Trust/Son 2	F12
0001127602-24-001244	1640698	Class B Common Stock			F2				F2		F2	Class A Common Stock		7857.0				7857.0				I		By Trust/Son 1	F5
0001127602-24-001243	1640544	Class B Common Stock			F2				F2		F2	Class A Common Stock		20000.0				20000.0				I		By Assoc I/Spouse	F16
0001127602-24-001243	1640545	Class B Common Stock			F2				F2		F2	Class A Common Stock		85056.0				85056.0				I		By Assoc IV/Spouse	F17
0001127602-24-001243	1640546	Class B Common Stock		0.0	F2				F2		F2	Class A Common Stock		25.0				25.0				I		By GP	F18
0001127602-24-001243	1640547	Class B Common Stock		0.0	F2				F2		F2	Class A Common Stock		35312.0				35312.0				I		By Assoc I	F19
0001127602-24-001243	1640548	Class B Common Stock		0.0	F2				F2		F2	Class A Common Stock		145793.0				145793.0				I		By Trust	F12
0001127602-24-001243	1640538	Class B Common Stock			F2				F2		F2	Class A Common Stock		9430.0				9430.0				I		By Trust/Son 2	F13
0001127602-24-001243	1640539	Class B Common Stock			F2				F2		F2	Class A Common Stock		9430.0				9430.0				I		By Trust/Son 1	F14
0001127602-24-001243	1640540	Class B Common Stock			F2				F2		F2	Class A Common Stock		9430.0				9430.0				I		By Trust/Son 3	F15
0001127602-24-001243	1640541	Class B Common Stock			F2				F2		F2	Class A Common Stock		7857.0				7857.0				I		By Trust/Son 2	F4
0001127602-24-001243	1640542	Class B Common Stock			F2				F2		F2	Class A Common Stock		7857.0				7857.0				I		By Trust/Son 1	F5
0001127602-24-001243	1640543	Class B Common Stock			F2				F2		F2	Class A Common Stock		7857.0				7857.0				I		By Trust/Son 3	F6
0000950170-24-004098	1640636	Common Share Conversion Instruments	F4	1.9				14-JUL-2022		30-SEP-2027		Common Stock		3910604.0								I		See footnotes	F1, F5, F2
0000950170-24-004098	1640638	Subordinated Convertible Notes	F6	0.23	F10, F7			12-OCT-2023		31-MAR-2028		Common Stock		6479481.0								I		See footnotes	F11, F1, F2
0000950170-24-004098	1640637	Subordinated Convertible Notes	F6	0.22	F8, F7			15-AUG-2023		31-MAR-2028		Common Stock		13837637.0								I		See footnotes	F1, F9, F2
0001578563-24-000011	1640643	Restricted Stock Units			F2				F5		F5	Voting Common Stock		6288.0								D			
0001578563-24-000011	1640642	Restricted Stock Units			F2				F4		F4	Voting Common Stock		706.0								D			
0001578563-24-000011	1640641	Restricted Stock Units			F2				F3		F3	Voting Common Stock		206.0								D			
0001578563-24-000011	1640644	Employee Stock Option (right to buy)		13.59					F6	16-FEB-2026		Voting Common Stock		6160.0								D			
0001578563-24-000011	1640640	Restricted Stock Units			F2				F1		F1	Voting Common Stock		390.0								D			
0000950170-24-004092	1640717	Common Units			F2				F2		F2	Class A Common Stock		5574738.0								I		By Trusts	F1
0001213900-24-003087	1640562	Class B common stock			F1				F1		F1	Class A common stock		3737500.0	F2							D			
0001104659-24-003413	1640671	Warrants to Purchase Common Stock		1.23				04-JAN-2023		04-JAN-2028		Common Stock		405405.0								I		By Denny Family Partners II, LLC	
0001104659-24-003413	1640673	Warrants to Purchase Common Stock		0.61				11-SEP-2023		11-SEP-2028		Common Stock		337408.0								I		By Denny Family Partners II, LLC	
0001104659-24-003413	1640672	Warrants to Purchase Common Stock		0.61				01-FEB-2024		31-JUL-2028		Common Stock		787286.0								I		By Denny Family Partners II, LLC	
0001140361-24-001966	1640564	LLC Interests			F2				F2		F2	Class A Common Stock		40384615.0								I		By Bradbury Family Trust II A U/A/D December 29, 2015	F1
0001140361-24-001962	1640711	LLC Interests			F2				F2		F2	Class A Common Stock		4487179.0								I		By GSB Holdings LLC	F1
0000752642-24-000010	1640639	UMH Properties,Inc.		14.36				21-MAR-2024		21-MAR-2023		UMH Properties, Inc.		10000.0				10000.0				D			
0000752642-24-000009	1640561	UMH Properties,Inc.		14.36				21-MAR-2024		21-MAR-2033		UMH Properties,Inc.		10000.0				10000.0				D			
0001676238-24-000004	1640594	Class B Common Stock			F1				F1		F1	Class A Common Stock		73441.0				73441.0				I		See footnote	F8
0001676238-24-000004	1640592	Class B Common Stock			F1				F1		F1	Class A Common Stock		111111.0				111111.0				I		See footnote	F7
0001676238-24-000004	1640591	Class B Common Stock			F1				F1		F1	Class A Common Stock		111111.0				111111.0				I		See footnote	F7
0001676238-24-000004	1640593	Class B Common Stock			F1				F1		F1	Class A Common Stock		19784.0				19784.0				I		See footnote	F8
0000752642-24-000008	1640707	UMH Properties, Inc.		14.36				21-MAR-2024		21-MAR-2033		UMH Properties, Inc.		10000.0				10000.0				D			
0000805928-24-000016	1640716	Employee Stock Option (right to purchase)		8.16					F2	01-MAR-2033		Common Stock		60000.0								D			
0000752642-24-000007	1640598	UMH Properties, Inc.		14.36				21-MAR-2024		21-MAR-2033		UMH Properties, Inc.		10000.0				10000.0				D			
0000752642-24-000006	1640560	UMH Properties, Inc.		14.36				21-MAR-2024		21-MAR-2033		UMH Properties, Inc.		10000.0				10000.0				D			
0000091576-24-000009	1640708	Restricted Stock Units			F2				F1		F1	Common Shares		11749.0								D			
0001209191-24-001472	1640587	Class B Common stock			F2				F2		F2	Class B Common stock		64237.0				64237.0				D			
0001209191-24-001471	1640655	Class B Common stock			F2				F2		F2	Class B Common stock		2524295.0				2524295.0				I		See footnote	F6
0001209191-24-001471	1640653	Class B Common stock			F2				F2		F2	Class B Common stock		440000.0				440000.0				I		See footnote	F3
0001209191-24-001471	1640656	Class B Common stock			F2				F2		F2	Class B Common stock		206976.0				206976.0				I		See footnote	F7
0001209191-24-001471	1640654	Class B Common stock			F2				F2		F2	Class B Common stock		902006.0				902006.0				I		See footnote	F4
0001209191-24-001470	1640601	Class B Common stock			F2				F2		F2	Class B Common stock		242250.0				242250.0				D	F3		
0001209191-24-001470	1640602	Class B Common stock			F2				F2		F2	Class B Common stock		64237.0				64237.0				D			
0001209191-24-001469	1640577	Class B Common Stock			F2				F2		F2	Class B Common Stock		206976.0				206976.0				I			
0001209191-24-001469	1640574	Class B Common stock			F2				F2		F2	Class B Common stock		902006.0				902006.0				I		See footnote	F4
0001209191-24-001469	1640575	Class B Common stock			F2				F2		F2	Class B Common stock		115103.0				115103.0				D	F5	See footnote	F6
0001209191-24-001469	1640576	Class B Common stock			F2				F2		F2	Class B Common stock		2524295.0				2524295.0				I		See footnote	F7
0001209191-24-001469	1640573	Class B Common stock			F2				F2		F2	Class B Common stock		440000.0				440000.0				I		See footnote	F3
0001225208-24-000859	1640578	Restricted Stock Units			F4				F2	22-NOV-2024		Common Stock		375.0	F3							D			
0001225208-24-000859	1640579	Restricted Stock Units			F4				F5	30-NOV-2025		Common Stock		750.0	F6							D			
0001225208-24-000859	1640580	Restricted Stock Units			F4				F7	30-NOV-2026		Common Stock		1181.0								D			
0001225208-24-000859	1640582	Restricted Stock Units			F4				F9	30-NOV-2028		Common Stock		1150.0								D			
0001225208-24-000859	1640583	Restricted Stock Units			F4			01-DEC-2026		01-DEC-2026		Common Stock		265.0	F10							D			
0001225208-24-000859	1640584	Restricted Stock Units			F4			02-DEC-2025		02-DEC-2025		Common Stock		200.0	F10							D			
0001225208-24-000859	1640585	Restricted Stock Units			F4			03-DEC-2024		03-DEC-2024		Common Stock		179.0	F10							D			
0001225208-24-000859	1640581	Restricted Stock Units			F4				F8	30-NOV-2027		Common Stock		986.0								D			
0001209191-24-001468	1640536	Class B Common stock			F1				F1		F1	Class B Common stock		67088.0				67088.0				D			
0001209191-24-001468	1640537	Stock Option (right to buy)		260.28					F2	06-JUN-2027		Common Stock		4000.0				4000.0				D			
0001209191-24-001467	1640571	Stock Option (right to buy)		175.07					F2	01-JUN-2025		Common Stock		3500.0				3500.0				D			
0001209191-24-001467	1640572	Stock Option (right to buy)		260.28					F3	06-JUN-2027		Common Stock		5000.0				5000.0				D			
0001209191-24-001467	1640570	Stock Option (right to buy)		160.69					F1	03-JUN-2024		Common Stock		1000.0				1000.0				D			
0001209191-24-001466	1640569	Class B Common stock			F3				F3		F3	Class B Common stock		4867.0				4867.0				D			
0001209191-24-001466	1640568	Class B Common stock			F3				F3		F3	Class B Common stock		40037.0				40037.0				D	F2		
0000752642-24-000005	1640648	UMH Properties, Inc.		14.36				21-MAR-2024		21-MAR-2033		UMH Properties, Inc.		10000.0				10000.0				D			
0001209191-24-001465	1640646	Stock Option (right to buy)		260.28					F2	06-JUN-2027		Common Stock		5000.0				5000.0				D			
0001209191-24-001465	1640645	Stock Option (right to buy)		165.61					F1	09-SEP-2024		Common Stock		1000.0				1000.0				D			
0001209191-24-001464	1640621	Stock Option (right to buy)		250.84					F1	01-MAR-2026		Common Stock		1000.0				1000.0				D			
0001209191-24-001464	1640622	Stock Option (right to buy)		327.18					F2	01-JUN-2028		Common Stock		2000.0				2000.0				D			
0001209191-24-001463	1640684	Class B Common stock			F3				F3		F3	Class B Common stock		113037.0				113037.0				D	F2		
0001209191-24-001462	1640683	Stock Option (right to buy)		175.07					F2	01-JUN-2025		Common Stock		4500.0				4500.0				D			
0001209191-24-001462	1640682	Stock Option (right to buy)		160.69					F1	03-JUN-2024		Common Stock		9000.0				9000.0				D			
0001209191-24-001461	1640677	Class B Common Stock		0.0					F8		F8	Class A Common Stock		250000.0				250000.0				I		See footnote	F12
0001209191-24-001461	1640678	Class B Common Stock		0.0					F8		F8	Class A Common Stock		250000.0				250000.0				I		See footnote	F13
0001209191-24-001461	1640679	Class B Common Stock		0.0					F8		F8	Class A Common Stock		1286597.0				1286597.0				I		See footnote	F14
0001209191-24-001461	1640681	Class B Common Stock	F16	0.0					F8		F8	Class A Common Stock		422094.0				422094.0				D			
0001209191-24-001461	1640676	Class B Common Stock		0.0					F8		F8	Class A Common Stock		250000.0				250000.0				I		See footnote	F11
0001209191-24-001461	1640675	Class B Common Stock		0.0					F8		F8	Class A Common Stock		250000.0				250000.0				I		See footnote	F10
0001209191-24-001461	1640674	Class B Common Stock		0.0					F8		F8	Class A Common Stock		790328.0				790328.0				I		See footnote	F9
0001209191-24-001461	1640680	Class B Common Stock		0.0					F8		F8	Class A Common Stock		790328.0				790328.0				I		See footnote	F15
0001209191-24-001460	1640709	Stock Option (right to buy)		260.28					F1	06-JUN-2027		Common Stock		1666.0				1666.0				D			
0001209191-24-001460	1640710	Stock Option (right to buy)		376.95					F2	01-AUG-2028		Common Stock		2000.0				2000.0				D			
0001209191-24-001459	1640706	Stock Appreciation Rights			F2				F3		F3	Common Stock		40800.0				40800.0	F3			D			
0001209191-24-001455	1640686	Class B Common Stock		0.0					F8		F8	Class A Common Stock		1283986.0				1283986.0				I		See footnote	F9
0001209191-24-001455	1640687	Class B Common Stock		0.0					F8		F8	Class A Common Stock		790328.0				790328.0				I		See footnote	F10
0001209191-24-001455	1640688	Class B Common Stock		0.0					F8		F8	Class A Common Stock		790328.0				790328.0				I		See footnote	F11
0001209191-24-001455	1640689	Class B Common Stock		0.0					F8		F8	Class A Common Stock		1286597.0				1286597.0				I		See footnote	F12
0001209191-24-001455	1640690	Class B Common Stock		0.0					F8		F8	Class A Common Stock		250000.0				250000.0				I		See footnote	F13
0001209191-24-001455	1640691	Class B Common Stock		0.0					F8		F8	Class A Common Stock		250000.0				250000.0				I		See footnote	F14
0001209191-24-001455	1640692	Class B Common Stock		0.0					F8		F8	Class A Common Stock		250000.0				250000.0				I		See footnote	F15
0001209191-24-001455	1640693	Class B Common Stock	F16	0.0					F8		F8	Class A Common Stock		508547.0				508547.0				D			
0001209191-24-001454	1640685	Stock Option (right to buy)		175.07					F1	01-JUN-2025		Common Stock		2500.0				2500.0				D			
0001209191-24-001449	1640713	Employee Stock Option (right to buy)		28.33					F3	12-MAY-2031		Common Stock		13605.0								D			
0001209191-24-001449	1640712	Employee Stock Option (right to buy)		4.22					F2	02-JUN-2030		Common Stock		24632.0								D			
